Wins,Public Favor,Allegiance Network_Strong,Survived
10,0.7063789163375935,1,1
7,0.6260146758564086,1,1
3,0.5069124787227488,0,0
14,0.7262160831806929,1,1
8,0.6086229515926851,0,0
11,0.6675579034399393,0,1
10,0.8346106535219573,1,1
8,0.687075891264768,0,1
2,0.5064326308908809,0,0
5,0.6119411484045312,1,1
8,0.7854015431859082,1,1
9,0.916303509425954,1,1
11,0.7641134926171901,1,1
5,0.6008357334489607,0,0
9,0.5645309149630732,1,1
6,0.738987161086423,1,1
2,0.4441618462988517,0,0
5,0.5704575819710707,0,0
6,0.4270540408918014,0,0
9,0.8105728434233895,1,1
3,0.5150351687240585,0,0
11,0.908994491627425,1,0
12,0.9793141353403134,1,1
18,0.7765126098014757,1,0
4,0.6528706551385317,1,1
4,0.4989604729990165,0,0
7,0.6973797004808713,0,0
10,0.8829225841018508,1,1
5,0.4507917682345317,1,0
8,0.7806756342115978,1,0
8,0.7445362961470139,1,1
8,0.7756158419588061,1,0
20,0.899745008119038,1,1
6,0.6265323714878624,0,0
10,0.7341682334019447,1,1
4,0.6450550124701555,0,1
10,0.8455840836708544,1,1
2,0.5396893475666524,0,0
6,0.6494643435771945,0,0
4,0.5656349007969442,1,0
7,0.6001248815497875,0,1
6,0.754233837300872,1,0
8,0.7190210723330392,1,1
7,0.4802959703499154,0,0
7,0.7261711610470101,1,1
6,0.4519577677614299,1,1
11,0.8212283606088633,1,1
15,0.8346280614251116,1,1
11,0.6682892034889106,0,0
12,0.7499075983073709,1,1
10,0.7785702599776115,1,1
9,0.888063030628515,1,1
6,0.7313044845769325,1,0
3,0.478705673451497,1,0
6,0.5824138670388078,0,0
14,0.8778594418518514,1,1
11,1.0443115591745349,1,1
8,0.7681250706805839,1,0
12,0.7661951522401896,1,0
13,0.7552862608603075,1,1
5,0.4905244960084462,1,0
4,0.4986004442272568,0,0
15,0.9187952948720478,1,1
9,0.7654135956210634,1,1
10,0.8232752160627,1,1
12,0.9024949187715416,1,1
11,0.898606255387826,1,1
8,0.6868788437553015,0,0
6,0.7860499223525401,1,0
5,0.5083304258358545,0,0
10,0.8746194355822795,1,1
9,0.7417345695314416,1,1
6,0.5922011668865734,0,1
10,0.7768755497461028,1,0
7,0.7699070388982205,1,0
7,0.5833747407100435,0,1
8,0.8078909195702226,1,1
7,0.7337899788861514,1,1
6,0.6312800852332399,0,0
4,0.5314173734395181,1,0
10,0.904187202970345,1,1
13,0.8168167016158973,1,1
8,0.6125488948444119,0,0
12,1.017468479203528,1,1
12,0.944740383009494,1,1
4,0.5773027505470081,0,0
16,1.0447614563809744,1,1
6,0.5721479360003264,1,1
8,0.6882570702745666,0,1
3,0.4905129092131317,1,0
4,0.4898893048065533,0,0
6,0.6131195195634694,0,0
11,0.7345008409445002,1,1
7,0.5540088804816957,0,0
9,0.7367492255531318,1,1
9,0.8575428378103818,1,1
5,0.7120549424015514,1,0
11,0.8006417710319933,1,1
5,0.5395907977029702,1,0
8,0.5705170996349672,1,1
5,0.5680623494295799,0,0
1,0.4661653655187927,1,0
8,0.7256203590975387,1,1
3,0.6014055110310829,1,0
6,0.6654868183488343,0,0
3,0.5418699018776983,0,0
3,0.5599299585091577,0,0
5,0.5230244381107054,0,0
5,0.6148201344893166,0,0
10,0.7627524671698112,1,1
13,0.9408713359960512,1,0
6,0.8657856259291671,1,1
7,0.7567404155309565,1,0
7,0.5934551130154744,0,0
7,0.6493903867502074,0,0
8,0.7913599118690228,1,0
5,0.6809446925867971,1,1
10,0.6433201487594435,1,1
7,0.7134879290515929,1,0
5,0.618367842582039,0,0
8,0.6793944336751366,0,1
13,0.8329117745356183,1,1
14,0.7979507028146517,1,0
3,0.3632455378079273,0,0
11,0.705710794539349,1,0
4,0.5663356572846763,0,0
6,0.4409707268466532,0,0
10,0.8317164437441908,1,0
2,0.516470527059262,1,0
6,0.6902849119385276,0,1
2,0.4883437277599849,0,0
7,0.754164863469893,1,1
15,0.8752983633695106,1,0
5,0.4900638450882904,0,0
10,0.8003748137656542,1,1
6,0.7776335491315531,1,0
4,0.5169021148243006,1,1
6,0.6751199069937883,0,1
4,0.6033016623777708,0,0
7,0.781481633952992,1,1
5,0.6659227368466849,1,0
13,0.7588333239449123,1,1
10,0.8358229267095071,1,1
14,0.7041813948254884,1,0
7,0.6981183315759996,0,1
4,0.5942069400998728,0,0
7,0.6630726072068456,1,0
6,0.4891236732750526,1,0
6,0.5169375281935049,1,0
10,0.9796465807972438,1,1
5,0.5956637087905989,1,0
12,0.9028211892035805,1,1
8,0.7251058492919262,1,1
6,0.7725529862797982,1,1
7,0.8282209656194486,1,1
8,0.7936593276868688,1,0
13,0.9085589438905264,1,1
8,0.87989017839357,1,1
8,0.6033653958649494,0,0
13,0.8023638738746108,1,1
8,0.860369532675374,1,1
13,0.8003584542318539,1,0
12,0.9088813919351004,1,1
6,0.6401571024851722,1,1
10,0.9691436650221382,1,1
2,0.3913988838765486,1,0
6,0.577959888558179,1,1
6,0.744936511897536,1,1
6,0.6146040183265427,1,0
12,0.7945912996485125,1,1
12,0.9518564720346352,1,1
9,0.8007739353759931,1,1
11,0.8599836273926572,1,0
4,0.6271971803328186,0,0
8,0.8575933317402431,1,1
11,0.8812306480076467,1,1
2,0.5359594201111783,0,0
8,0.7066186566323903,1,0
10,0.8196173183741114,1,1
8,0.618376831662837,0,0
10,0.7488634665990132,1,0
13,0.602567903424646,0,0
11,0.8890668081827954,1,1
9,0.7284728758685709,1,1
8,0.884733202717594,1,1
5,0.7044520158433125,1,0
10,0.8638874457846895,1,1
9,0.7612039676254392,1,1
7,0.7487320866367569,1,1
4,0.586645150917435,1,1
8,0.738321205953496,1,1
6,0.5986696205567213,0,0
12,0.756450706097532,1,1
5,0.6921141149140546,0,1
18,0.78972453834547,1,1
9,0.5819523310647216,0,0
7,0.6955089641233334,0,1
8,0.7325863885470946,1,0
3,0.5674183847673796,1,0
6,0.6029906867230582,0,0
8,0.5856735745762727,0,0
11,0.7393936729131314,1,0
15,1.0338579202375433,1,1
21,0.8836132986076404,1,1
9,0.8498276135372265,1,1
12,0.755028020124355,1,0
9,0.8065839190563993,1,1
3,0.4751462721445216,1,0
8,0.6544954054466913,0,0
6,0.5563999263166596,0,0
9,0.7276660973817654,1,1
7,0.5684622935916865,0,0
7,0.6006955011367104,1,1
5,0.4992254864597447,0,1
5,0.5317259113823455,1,1
11,0.8594265344182893,1,1
7,0.7305906716110924,1,1
3,0.4492057780209741,0,0
5,0.6255997927962891,0,0
13,0.7391592194410409,1,0
6,0.5677645185128655,1,1
2,0.5348894601189335,0,0
6,0.6592831988659906,0,0
4,0.6073977159177043,0,0
6,0.6976146590158216,0,0
2,0.4998749407132856,0,0
7,0.6784504195448469,0,1
7,0.6382988518419231,1,1
7,0.8434183180643311,1,1
4,0.5778892598857275,0,0
9,0.6070320319669329,1,0
9,0.6748035981454376,0,0
7,0.6207545980657057,0,0
10,0.8989925714259832,1,1
12,0.8231501037667254,1,0
1,0.5204373409482432,1,0
12,0.6467235609209597,0,0
19,0.905755412726756,1,1
4,0.5110713012250884,0,0
4,0.6601983124649301,1,0
8,0.7439523788242177,1,1
6,0.8602204130392136,1,1
11,0.8768578510409073,1,0
9,0.7396854586736745,1,0
8,0.6482826951204954,0,0
13,0.7098939488398581,1,0
8,0.8913852623276235,1,1
10,0.6646204378487095,0,0
9,0.7702458643165125,1,1
5,0.6638072049599296,1,0
2,0.5187601072127879,0,0
14,0.7996470415993587,1,1
5,0.6303455765244123,1,0
13,1.0775039453408717,1,0
6,0.7686984285627031,1,1
17,0.8302288145203991,1,1
4,0.6615530926940134,0,0
4,0.6476404910837882,0,0
7,0.5092141296769573,1,1
15,0.8428162839767017,1,0
2,0.4724939624696463,0,0
9,0.7423217139488286,1,1
10,0.8525270894025547,1,1
6,0.5967869077984187,0,0
2,0.4497088439004238,0,0
5,0.5178080172969686,1,1
11,0.7762797877540676,1,0
8,0.8709747152597949,1,1
12,0.8714698371142121,1,0
13,0.7983850573889386,1,1
13,0.9479514659769994,1,1
8,0.7146708172310173,1,1
11,0.8496870847008278,1,1
3,0.5423173880727774,1,0
9,0.8814507902583038,1,1
11,0.8392452088319126,1,1
15,0.9245778699708695,1,1
12,0.8323751005984698,1,0
11,0.7697303336729815,1,1
9,0.8607822703850169,1,1
7,0.7621016666741928,1,0
11,0.9157584371389909,1,1
6,0.586335345307748,0,1
6,0.6318742320283512,1,0
5,0.5228451042639936,1,1
5,0.5147879969624253,0,0
13,0.6844922713769069,0,0
4,0.5877405504789712,1,1
12,0.9004732864774929,1,0
9,0.6044948119024521,0,0
5,0.585251786518775,1,1
10,0.8709269896180418,1,1
12,0.9447192546243494,1,0
11,0.7468507989493652,1,1
5,0.6493906666273846,0,1
4,0.5328448833049062,0,0
6,0.6233265351672175,0,1
7,0.6516257714705308,1,1
10,0.6994097354132827,0,1
13,0.649405391366221,0,1
9,0.7937288180575107,1,1
6,0.7377537117483041,1,1
3,0.6060304701736563,1,0
11,0.8251269622796439,1,0
4,0.4991410780327683,0,0
8,0.8545655006686734,1,1
9,0.8004621616236484,1,1
13,0.9008756266548276,1,1
4,0.5404384811009231,0,0
0,0.447393156015424,0,0
11,0.9084389678262828,1,1
14,0.8571093603891919,1,0
5,0.5572350755360248,1,0
3,0.6278903220848008,0,0
6,0.5872194171124692,0,0
5,0.6665671865302975,0,0
2,0.5167563614325276,0,0
9,0.8007779045288624,1,1
3,0.6504423829298259,0,0
5,0.6309690635738724,1,1
14,0.7632636922184318,1,0
8,0.8070558823332362,1,1
7,0.7203706841608479,1,1
6,0.6509230872470402,0,0
4,0.6435492212246616,1,1
3,0.4842298619762673,0,0
9,0.740695118595703,1,1
5,0.5735390870438974,0,0
12,0.7510105560722873,1,0
2,0.5171746953209686,1,0
6,0.559720488050682,1,1
3,0.539856638968107,0,0
20,0.9371526441911748,1,1
10,0.6881874621733854,1,0
8,0.8318026842587567,1,1
1,0.3715993325655243,1,0
4,0.4622119143910408,0,0
3,0.5921553755946865,0,0
10,0.9036482503536304,1,0
9,0.8013733021255776,1,1
6,0.6041540674744639,0,0
6,0.568985945040281,0,0
7,0.5696228311029126,0,0
5,0.6018534307017556,0,1
6,0.5381735327751409,0,0
6,0.6012980673569305,1,0
7,0.7444645689488154,1,1
2,0.5580658601828791,1,0
10,0.7071341052488966,1,0
5,0.6783899309830927,0,1
15,1.0208941511199292,1,1
3,0.540446127522908,0,0
3,0.4814095175680121,1,0
4,0.5719410810907578,0,0
15,0.9420944674407914,1,1
7,0.7014373520514829,1,0
13,0.9362466501321542,1,1
4,0.5723059096993399,1,0
13,0.8095495755539605,1,1
4,0.5600570744153267,0,0
4,0.5855024499574991,0,0
5,0.5631342249779232,0,0
10,0.8430376821088145,1,1
10,0.7837662250793722,1,1
7,0.6173006674346779,0,1
13,0.879926479253141,1,1
4,0.5265258469914142,1,0
6,0.5306529036711366,1,1
15,0.8621707835042833,1,1
4,0.4712419024464903,0,0
10,0.6469420938882321,0,0
9,0.6586945157574394,0,0
2,0.4370471609555141,1,0
17,0.8280090046547727,1,1
10,0.8229223145976037,1,1
14,0.8664605112216863,1,0
10,0.7839993407363691,1,0
14,0.923176925169189,1,0
10,0.7497450905638972,1,0
4,0.6370313468030349,1,1
10,0.7813290416338865,1,1
5,0.5879858734056316,0,0
9,0.7109448613405257,1,1
6,0.5415162829850243,1,1
11,0.8665232328666252,1,0
6,0.7752687414547337,1,1
8,0.8283455282546431,1,1
5,0.7286174864522752,1,0
7,0.6367015671666539,1,1
4,0.5366098074364746,0,0
13,0.944316837815329,1,1
8,0.8256476992757548,1,0
4,0.609399744128744,0,0
6,0.8090529765687958,1,1
11,0.6558281531961785,0,0
13,0.8688877857880685,1,1
9,0.677786595986698,1,1
15,0.8893328891859004,1,1
5,0.5889822411483321,0,0
6,0.577527615349577,0,0
5,0.5961842918128222,1,0
7,0.6855061092158767,1,1
14,0.8538983688740581,1,1
9,0.6223320563331748,0,0
18,0.8028974414859948,1,1
11,0.7338156314164235,1,1
4,0.6684724342494257,0,0
6,0.8189891075417991,1,1
10,0.518240300957174,0,0
8,0.6782040520646518,0,0
6,0.5974535656083471,1,0
15,0.9255118025182488,1,1
7,0.6084809039815348,0,0
8,0.7180760098391487,1,0
11,0.8267151922954075,1,0
5,0.5989485456377054,1,1
10,0.8773186991084259,1,1
9,0.7150196561814645,1,0
15,0.677616934360126,0,0
7,0.6999980926679845,0,1
9,0.8811093205377313,1,1
9,0.8088181964983737,1,1
6,0.6846978726548059,0,1
6,0.6235627420957188,1,0
9,0.7619810906939533,1,1
6,0.6353619393933412,0,1
7,0.8652200599204924,1,0
4,0.5015546619972222,1,0
9,0.8498221237845469,1,1
10,0.925365121105333,1,1
10,0.9061770499146952,1,1
8,0.7533482814245899,1,1
7,0.8672926973674417,1,1
3,0.5162249779525298,1,0
3,0.5531233343174653,1,1
5,0.5041547651129925,0,0
10,0.786048416312857,1,1
8,0.7099279413505186,1,1
8,0.7080993106777281,1,1
13,0.9381948375131818,1,0
4,0.5881931615521637,1,0
8,0.5481234745815723,0,0
22,0.8699245172501245,1,1
7,0.5706806912065199,0,0
7,0.4662531545293438,0,0
10,0.7821996207889319,1,1
12,0.57932290901195,0,1
9,0.7568632104433473,1,0
7,0.7090123256074782,1,0
6,0.6933871068147708,0,0
9,0.7462141010575984,1,1
4,0.7051191570398753,1,0
9,0.7312381036425599,1,1
12,0.771022562260141,1,1
2,0.4683615715040019,0,0
7,0.6661345105430246,0,0
8,0.7049370073835967,1,0
7,0.6721631483547603,0,1
7,0.5673319686722781,0,0
10,0.8384151574662653,1,1
5,0.5942261353394768,1,0
8,0.6283453032755789,1,1
5,0.6148789806881055,0,1
7,0.5915190474291652,1,0
9,0.9088635402340808,1,1
9,0.8005781295757012,1,1
8,0.5592255678681204,1,1
6,0.6175239319038724,1,0
11,0.9260248730615772,1,1
13,0.7333821783061806,1,1
2,0.5231623281984114,0,0
9,0.8245820035754524,1,1
14,0.8285648188685308,1,1
7,0.601246110795472,1,1
6,0.5408147520434307,1,0
3,0.4814842066271709,0,0
2,0.5327584500216632,1,0
9,0.6989428966266461,0,0
13,0.695560770274232,0,0
3,0.5441484842214152,0,0
13,0.945716384977786,1,1
5,0.494320154115805,0,0
2,0.5058549785550528,0,0
10,0.6613925800775794,0,0
9,0.6431635507459085,0,1
13,1.0120169729629944,1,0
9,0.6281281479529278,0,0
6,0.5457632750526353,0,1
13,0.9486951483794976,1,0
5,0.6150653560593284,0,1
8,0.6793623249876592,0,0
6,0.7230706186864918,1,0
6,0.7202432395910073,1,1
6,0.4925187920696124,0,0
12,0.7761873561143255,1,0
7,0.5503599529214812,0,0
4,0.5298530666732735,0,0
8,0.6873486807366747,1,1
13,0.8045841775620605,1,1
6,0.6882074398412455,0,0
10,0.9016184210433824,1,1
11,0.7558916167877537,1,1
8,0.6491085893209434,0,0
12,0.8852126517691693,1,1
10,0.7862577343584475,1,0
4,0.4721204565013846,0,0
9,0.8814704367476637,1,1
11,0.7650251569745448,1,1
6,0.6595325834336312,0,1
10,0.8596227783426938,1,0
6,0.6366043611635261,0,0
10,0.8844182549731021,1,1
9,0.6329857137677474,1,0
8,0.7988038273142917,1,1
6,0.6017125833479364,0,1
9,0.8372164065219688,1,1
7,0.5932151936020068,0,1
8,0.760313470835232,1,1
9,0.7703445775466248,1,1
11,0.6367298390086685,0,1
4,0.5075098734189865,0,0
12,0.7891356128063525,1,1
13,0.7218797307477494,1,1
3,0.5957794877078048,1,0
8,0.6913082599817328,1,1
4,0.588453925174119,0,0
12,0.7588023535631827,1,0
6,0.5365150971733592,0,0
2,0.5086041376590181,1,0
12,0.6081649765030527,0,1
7,0.5093711164262871,0,1
6,0.7677914144978126,1,1
7,0.685334391710192,0,0
7,0.6577668245006721,0,0
11,0.832749131309407,1,0
2,0.4316546389833527,1,0
3,0.6355687647606203,0,0
10,0.7570878457564791,1,0
10,0.8397892856973651,1,1
8,0.7630046047969605,1,1
5,0.4827641702659607,0,0
8,0.7501563570810283,1,0
7,0.7884921050966887,1,1
4,0.4808685849616194,0,0
7,0.7004397753930452,1,0
14,0.7742930437715695,1,1
3,0.5634706330883607,0,0
2,0.4816515058511621,0,0
5,0.7412013002303376,1,1
8,0.8041824822298648,1,0
11,0.8922204079708992,1,1
4,0.5578987764671972,0,0
9,0.5098639796422525,0,0
12,0.9596985976969664,1,1
9,0.7212715500712086,1,0
10,0.8515573223525927,1,1
11,0.7581354529970769,1,1
18,1.1068292302066562,1,1
7,0.7682972868136749,1,1
7,0.6768542731359417,0,1
8,0.7660383404138406,1,0
7,0.536564443023597,0,0
6,0.7526005902103751,1,1
9,0.8061231656333742,1,0
5,0.666884538238631,1,1
3,0.5433739278760574,0,0
9,0.5833311970054414,1,1
5,0.645265436568222,0,0
5,0.5534330495181697,0,0
6,0.7569973583292855,1,1
14,0.8317979976981461,1,1
5,0.5357617446115124,1,0
7,0.5858612739598493,1,1
9,0.5865799281791381,1,0
7,0.7227686750240381,1,0
16,0.815267680852305,1,1
9,0.8334059509634145,1,0
13,0.9227845024232744,1,1
8,0.8402466570125808,1,1
11,0.6195830761201432,0,0
5,0.5480558507991362,1,0
10,0.7552926526602396,1,1
7,0.5721713631425145,0,1
6,0.570720098268969,0,0
4,0.5107236641542175,1,1
10,0.8462189428687429,1,0
13,0.8224169976553709,1,1
6,0.589812873693843,0,0
7,0.7571862549293322,1,1
11,0.8622007285076224,1,1
8,0.5793459521458837,0,0
14,0.8558235118422578,1,1
15,0.7279809611971113,1,0
1,0.4254889254370408,0,0
9,0.7742235480494638,1,1
7,0.6344317459865856,1,0
9,0.6473957196400543,0,0
6,0.6445069450767494,0,1
9,0.7464631788264086,1,0
15,0.843503184760984,1,1
11,0.7589765344567186,1,0
11,0.6940058486137197,0,1
6,0.61488395295064,1,1
7,0.6130157848970909,0,1
11,0.7379686187270611,1,1
6,0.7641126161634372,1,0
9,0.7993478261639257,1,0
11,0.8514014113149297,1,0
5,0.580173861701358,0,0
9,0.7322375330635027,1,1
7,0.7616840161768049,1,1
8,0.7092351952203126,1,1
9,0.6487260522243212,1,0
10,0.7371082447957626,1,1
6,0.5519106298468699,0,0
8,0.6816982950079428,0,1
8,0.8123191903463112,1,0
9,0.6662974805925689,1,1
5,0.4768177995381363,0,0
6,0.4456719758039248,1,1
9,0.7336567190128788,1,1
7,0.6730024653761423,0,0
4,0.6256976809665331,1,1
5,0.6373040528954516,1,1
8,0.7040659035820312,1,0
4,0.5345136825636125,1,0
7,0.7174614109602999,1,1
9,0.6297448072617239,0,1
5,0.4627753852489643,1,1
8,0.8061124232234663,1,1
4,0.5388183219229145,0,0
15,0.9989313899637612,1,1
10,0.8471920246605599,1,1
11,0.745068705535863,1,1
8,0.5826164429082852,0,0
11,0.6196456203303297,0,0
7,0.6566733065498603,0,0
5,0.6039704595768508,0,0
4,0.6666476561370861,0,0
8,0.6528235555001444,1,1
10,0.8923489598884019,1,1
13,0.7643479683853838,1,0
8,0.5358746374862158,0,0
6,0.6345194232016362,0,0
9,0.5055341177986462,0,0
4,0.5320807709661681,1,1
7,0.6203250504052901,0,0
11,0.9090927454619906,1,1
14,0.8800555280650866,1,0
11,0.7111495467111161,1,0
13,0.9332062389914548,1,1
8,0.685078189668162,1,1
11,0.8297103792935719,1,1
6,0.7083447400794336,1,1
9,0.7987164596850336,1,0
4,0.4655861052036202,0,0
15,0.9850475262577968,1,1
6,0.3686461902099078,0,1
15,0.9652375424000172,1,1
9,0.743218956498137,1,1
4,0.6690317337720069,0,0
12,0.8504116277122912,1,1
12,0.8723375993800435,1,1
6,0.5773185703385316,0,0
14,0.9044030874038168,1,1
10,0.9305805996243398,1,1
6,0.5570969683783185,0,1
14,0.690109377557235,0,0
12,0.9088687012237892,1,1
7,0.6966996428680264,1,1
7,0.7420983153537529,1,1
6,0.6157063305152337,0,0
7,0.7609958383108665,1,1
9,0.9221153516146152,1,1
6,0.6988770437387285,1,1
13,0.91859349725854,1,1
8,0.7264971990809894,1,0
4,0.5353052813324616,1,0
6,0.6203285016665294,0,0
5,0.5690900639307129,0,1
8,0.6990861481655128,0,1
5,0.5481844037015399,0,0
8,0.7612452468959839,1,1
11,0.8258922928379182,1,1
4,0.6110979128071657,0,0
6,0.6055613680147477,0,0
4,0.6334896309296194,1,0
6,0.8835089747645803,1,1
12,0.9753615308673292,1,1
10,0.6649892750356682,0,0
6,0.5876595239293347,0,0
8,0.857282214372584,1,1
9,0.8120877090077638,1,1
5,0.5922081653874326,0,0
13,0.9542410346180028,1,0
10,0.6987052869894214,0,1
5,0.5665913846260828,0,1
12,0.9682561286123162,1,0
2,0.5310530389614873,1,0
5,0.645033513397859,1,1
11,0.8481096631556668,1,1
7,0.5823063199388451,0,0
7,0.722595274104461,1,1
12,0.8750798358580065,1,1
4,0.6985407450294882,1,0
5,0.6022458683240054,0,1
7,0.817835780752263,1,0
5,0.5590701089545428,0,0
8,0.8435241479705489,1,1
9,0.6992551658360259,0,0
10,0.6994287972256789,0,0
8,0.7545979315521216,1,1
5,0.6062858268478686,1,0
8,0.7800534503484144,1,1
4,0.5783060813460252,0,0
6,0.5938160475455326,1,1
5,0.4703426467810015,1,0
9,0.7162352655714653,1,0
2,0.5334722838029243,1,0
7,0.6765114277680156,0,1
9,0.5462098055256556,0,0
8,0.618171539019013,0,1
8,0.5737311505866762,1,0
5,0.6744472945325021,0,0
8,0.7590356984578148,1,1
4,0.5156827904374504,0,0
5,0.6383391776041395,1,0
5,0.5233151533193834,0,0
6,0.5922058210430159,0,1
10,0.9224733076484076,1,1
5,0.5825719728461243,1,1
6,0.5290289607718386,0,0
2,0.5208137105592289,0,0
6,0.6505337781879585,0,0
8,0.7962686671764698,1,1
3,0.6041390633760649,0,0
7,0.5555344078564516,0,0
3,0.4526901938859153,1,0
14,0.8778901067438353,1,0
23,0.8186441628135771,1,1
8,0.742807232079282,1,0
12,0.9146252464435384,1,1
6,0.6438857112538937,0,0
12,0.8520266915198225,1,1
6,0.677931463445306,1,0
4,0.4623579113012062,0,0
5,0.6132789613937117,0,0
7,0.5773047613754766,0,0
3,0.5265934776377496,1,1
4,0.5694471945706351,1,0
16,0.9395239669348072,1,0
9,0.8917893359612138,1,1
1,0.3992900902364886,1,0
12,0.8570750808650506,1,1
4,0.4888754083985557,0,0
13,0.6456667337000307,0,1
10,0.7478687735752552,1,0
2,0.4062245565063842,0,0
7,0.6461945414121695,1,0
4,0.5315190425069851,1,0
10,0.7800160385005673,1,0
6,0.6378884600280101,0,1
6,0.5467617439591561,0,0
15,0.8424917094734494,1,0
2,0.5480520742047017,0,0
2,0.5753652797109846,0,0
11,0.6907508625146433,0,0
12,0.8471688089081868,1,1
10,0.8222132704710149,1,1
4,0.5493014491475127,0,0
3,0.4909651645407118,1,1
10,0.7928011218469052,1,1
10,0.8673247113722238,1,1
3,0.5447297690104732,0,0
5,0.6413432029945068,1,0
3,0.4960024663235297,1,0
14,0.9150423521977284,1,1
7,0.8539923585508907,1,1
9,0.7897585016287745,1,0
5,0.6946817218754816,0,1
2,0.5321558570025937,0,0
6,0.6124084773632055,0,0
6,0.6698175188355537,0,0
6,0.649614157662452,0,0
9,0.8094292215678297,1,0
9,0.6750841546260231,1,1
4,0.5641747236276159,0,0
5,0.6069697086049168,1,1
11,0.9171220348700462,1,1
9,0.7322380583466277,1,0
6,0.6727617035621084,0,1
10,0.8583620686148905,1,0
9,0.7729640932292081,1,1
6,0.6820018569753649,1,0
11,0.8009318203134423,1,0
11,0.7262753944396568,1,0
3,0.476310109723224,0,0
2,0.5868675853748113,1,0
15,0.922457809672144,1,0
9,0.7308127741022953,1,1
8,0.5698046341764818,0,1
6,0.5797164733461723,1,0
8,0.6222819307008662,1,0
11,0.8004241782612392,1,1
6,0.6487036505136635,0,1
7,0.5973345196034587,0,0
9,0.7886832819803332,1,1
4,0.6117094871729859,0,0
6,0.5355512409043586,1,0
5,0.5299004215466657,0,0
12,1.037325459517462,1,1
10,0.6042874448704825,0,0
8,0.7735392084099837,1,1
11,0.6769340583583224,0,1
5,0.6223980827210298,0,0
5,0.5921482445797468,0,0
3,0.460509566432681,1,0
13,0.8142682159410455,1,1
6,0.6298717023524241,0,0
11,0.7848919364852879,1,0
10,0.7554856590093842,1,1
3,0.4685099613301368,0,0
16,0.947458135521622,1,1
6,0.6367618341694418,0,1
9,0.8876265339651543,1,1
6,0.6557407493764593,0,0
6,0.5910528076818541,0,0
4,0.5192004576143218,0,0
10,0.8245792841656868,1,0
11,0.8348360276457042,1,1
11,0.9629741395786534,1,1
11,0.8528161967929161,1,1
9,0.7032546340000492,1,1
5,0.4967896812720715,1,0
9,0.8824171870957437,1,1
9,0.8001066365057953,1,1
6,0.5254404259285546,0,0
5,0.566776950975333,1,0
11,0.7882303474055949,1,1
14,0.8878993889749296,1,1
12,0.7639146293796893,1,0
8,0.644578653903365,1,0
9,0.6246258257684084,1,1
8,0.5760976424969894,0,0
7,0.6016503297613924,0,1
5,0.4694442501267982,0,0
11,0.7767463774901229,1,0
10,0.6042991441303631,1,1
1,0.4916753738181784,0,0
10,0.8169752682538616,1,1
10,0.6784448736397054,1,1
2,0.4692260456085311,1,0
2,0.5394721436821712,0,0
8,0.5201742574052785,0,0
4,0.5800483634345093,0,0
9,0.8655730616070585,1,1
5,0.5585537966386386,0,0
12,0.7847974549829227,1,1
12,0.9614034058494292,1,1
7,0.6707156772793396,0,0
4,0.7154978082377043,1,1
8,0.7068129403339218,1,1
11,0.8893830533859162,1,1
10,0.8411060331287786,1,1
4,0.5641603934007278,0,0
4,0.5261802964663995,1,0
7,0.6580434266219767,1,1
4,0.5747266963690654,0,0
12,0.927833189306517,1,1
9,0.6971458806414499,1,1
5,0.5615627792327332,0,0
12,0.7831652504772665,1,0
8,0.677371027895371,1,1
2,0.5582136142355637,1,0
9,0.9546237233570256,1,1
15,0.9153746974489012,1,0
9,0.8120206008159635,1,1
5,0.5998860008531471,0,0
18,0.8685715882077802,1,1
4,0.5921140302115002,0,1
10,0.6341313447075089,1,0
6,0.6138401338465151,1,0
7,0.5795393230097561,1,0
11,0.7124528803396674,1,1
7,0.678972539121486,0,1
6,0.744827235616068,1,1
9,0.5571648990375051,1,1
7,0.6372314936280054,0,0
9,0.7734573124935733,1,1
12,0.9026429306386348,1,1
10,0.6946444559864374,0,1
10,0.9784236362560694,1,0
6,0.6123743490635402,1,1
14,0.9074589322866418,1,1
17,0.8363875385050151,1,1
7,0.7352007882731406,1,1
10,0.8547622023751944,1,1
6,0.4644096197766555,0,0
5,0.7043795179688789,1,1
9,0.7303722007031862,1,1
6,0.5594141799798966,0,0
11,0.8846139735902722,1,1
10,0.8248361804410578,1,1
11,0.6871500069143097,1,0
10,0.7913470048041137,1,1
10,0.5731802482942281,0,0
7,0.7905049469336128,1,1
11,0.8998114853955367,1,1
11,0.886337137711735,1,1
6,0.7273547460055604,1,0
3,0.4993935873738022,0,0
6,0.4926472019273205,1,0
5,0.6226736590384726,1,1
12,0.7981802728441498,1,1
9,0.9102781169607568,1,1
3,0.6388751152887286,0,0
7,0.6549947918109738,1,0
11,0.6013805787752552,0,0
11,0.8095409730905574,1,0
10,0.7832079599747218,1,1
6,0.5783668539040431,0,0
10,0.7815229442944481,1,1
6,0.7124061813998557,1,0
8,0.5578973097106654,0,0
11,0.8747753605937374,1,1
7,0.6746670114586576,0,1
8,0.7072119006642583,1,1
6,0.5525371095674366,0,0
4,0.5989315749891619,0,0
12,0.8581938983234995,1,1
11,0.9232270890114996,1,1
6,0.698869506823362,1,0
11,0.7847446424115024,1,0
5,0.6300694064492023,0,0
7,0.6402369801046788,0,1
11,0.8353964447333081,1,1
10,0.920825336855298,1,1
7,0.6271137162883416,0,1
